NAME,ZIP,LATITUDE,LONGITUDE
TAP305421,91731,34.082148,-118.0451551
TAP305422,95757,38.37219245,-121.4176762
TAP305426,90621,33.85898399,-117.9764269
TAP305429,95356,37.70374504,-121.0129124
TAP305433,93268,35.10813566,-119.3454292
TAP305436,91770,34.090826,-118.0750242
TAP305437,91710,34.02657728,-117.6674695
TAP305438,93306,35.36186883,-118.8787266
BUNKER TAP,92571,33.83031133,-117.2214811
RALSTON TAP,94402,37.51157773,-122.3397901
TAP305444,93215,35.76174635,-119.0985401
TAP305445,93311,35.09396163,-119.2965141
LAS POSITAS TAP,94551,37.70478198,-121.73278
TAP305450,93501,35.07154447,-118.3196545
TAP305453,95823,38.43819293,-121.4180155
TAP305463,95757,38.37959999,-121.4176614
MWD EASTSIDE RES TAP,92596,33.71414516,-117.0758879
TAP305465,95630,38.690908,-121.146791
SS3143 TAP,90027,34.11236797,-118.2676478
TAP305472,95436,38.4904027,-122.8817211
TAP305475,93280,35.6018165,-119.2770064
TAP305477,96080,40.24793375,-122.1488166
UNION CHEMICAL TAP,94572,38.00446,-122.234651
TAP305479,95240,38.10163901,-121.180787
TAP305481,94551,37.75208203,-121.6775939
TAP305483,91765,34.005862,-117.8213611
TAP305484,93240,35.63454712,-118.4774405
UNKNOWN305485,93308,35.44045351,-119.013298
TAP305486,95542,40.059415,-123.63893
TAP305487,95948,39.36470401,-121.6849287
TAP305488,93292,36.29283179,-119.2519135
TAP305489,95203,37.9484,-121.330802
TAP305490,95205,37.94792467,-121.260884
NORSEAL,90740,33.75711009,-118.0891144
BICKNELL,90022,34.03355203,-118.1625901
WEST STOCKTON,95758,38.41952727,-121.3955241
NATOMAS CROSSING,95834,38.63024081,-121.5132566
YUCCA,92284,34.11081692,-116.4234981
DEADEND305511,91709,33.98320315,-117.7410183
MOUNTAIN CENTER,92561,33.704798,-116.7312242
MECCA,92254,33.55580048,-116.060288
MIGUEL,91902,32.6796375,-116.9841846
UNKNOWN305521,93245,36.23353077,-119.9169165
RISER305524,95678,38.73673669,-121.2915629
TESLA,95377,37.71242814,-121.564928
KASSON-BANTA CARBONA JUNCTION,95304,37.710755,-121.388713
TWIN LAKES-MAIN,95662,38.66827448,-121.2031124
RISER305547,92374,34.07019601,-117.2078698
JM MANUFACTURING,95206,37.90488148,-121.2608107
CARBONIC,90745,33.82399393,-118.2393415
BURLINGAME,94010,37.58996479,-122.3633669
MILPITAS,95035,37.41539149,-121.8884474
GABILAN,93906,36.73131234,-121.6132869
SOQUEL,95073,36.98677959,-121.9510457
MONTAGUE,95131,37.40347572,-121.9058488
UNKNOWN305564,93960,36.415931,-121.319188
LAKEWOOD,94597,37.9089195,-122.0573067
UNKNOWN305571,92646,33.64327898,-117.9546049
SANTA ANA 3,92359,34.1072261,-117.0991031
UNION CHEMICAL,94572,38.01900296,-122.2353989
RCLM. DIST 108,95645,38.86241722,-121.793189
CLARK,92243,32.76359872,-115.5653967
STADLER,92562,33.55787645,-117.2034037
SAFEWAY STORES,95826,38.52998507,-121.3987956
FAIRWAY,93455,34.91055535,-120.4464961
CLOVIS,93611,36.82622248,-119.6812172
UNKNOWN305591,93536,34.82896042,-118.5102636
TECUYA,93313,35.01963138,-118.9796956
YUBA GOLD FIELDS,95901,39.20328096,-121.4150197
SAN DIMAS,91773,34.11713657,-117.8078296
TASCADEROS,93422,35.46547504,-120.6714285
DON PEDRO,95329,37.69655178,-120.4200507
PARKWAY,95823,38.493819,-121.4526036
ATHENS,90222,33.91649377,-118.2385616
HAMILTON,92646,33.65448377,-117.952643
BRENT,94513,37.91901726,-121.6767877
MARTIN LUTHER KING,95823,38.50872874,-121.4638933
LINCOLN,95648,38.9005354,-121.2941438
ARKANSAS,92233,33.13385693,-115.4678941
UNKNOWN305631,93314,35.4396942,-119.1311289
14TH & 52ND,95820,38.53894814,-121.4451869
GERBER,96035,40.06408129,-122.156074
TELEGRAPH CANYON,91910,32.637822,-117.016176
UNKNOWN305642,93307,35.29538622,-118.8587078
ANTIOCH,94509,38.01355534,-121.8154755
EUCLID,92251,32.79967311,-115.5791544
CARNATION DAIRY,93313,35.31100084,-119.0858077
CAPTIVE,93215,35.77877006,-119.3050684
AUGUST,95324,37.41790004,-120.8311
ARCHIBALD,91761,33.99779211,-117.5927557
UNKNOWN305675,94571,38.1277723,-121.8323503
BAYWOOD,93442,35.36116069,-120.8114923
KATHYWOOD BAMBOO,95628,38.6526696,-121.2599258
PEORIA,95327,37.90375301,-120.4976938
UNKNOWN305680,91506,34.18856695,-118.3351551
EL SOBRANTE,92503,33.85875963,-117.4407761
WESTGATE,90606,33.99013728,-118.0648928
SMILEY,92373,34.02773743,-117.1653293
NEW MELONES,95222,37.94658012,-120.5300337
PARKS,94568,37.71618652,-121.8930416
RISER305698,93534,34.697202,-118.144385
SPENCE,93908,36.6138291,-121.5670729
BELLOTA,95236,38.01554042,-121.0137734
SUISUN,94533,38.24511417,-122.0413376
CHIQUITA,92692,33.62960112,-117.6317839
CONTRA COSTA,94561,37.99534264,-121.7018659
CONTRA COSTA POWER,94509,38.01525795,-121.7622225
FROGTOWN,95222,38.05713422,-120.5340177
PERRY,90504,33.86594479,-118.3484502
UPLAND,91786,34.09360734,-117.6500956
BREWSTER,90262,33.9206848,-118.1880416
CONTADINA,93230,36.25517172,-119.6490734
UNKNOWN305731,92249,32.72910757,-115.5242849
ORANGE PRODUCTS,91761,34.05625431,-117.6436426
AGUA MANSA,92324,34.04178297,-117.3608893
MIDDLETOWN,95461,38.75283899,-122.6087518
GLENN,95963,39.77781273,-122.1427555
WESTHILL,90245,33.90926388,-118.4203984
HARRIS,95503,40.78097875,-124.1318411
MOCO,93252,35.09081125,-119.4070617
OMNI-HACKBERRY,95841,38.65602367,-121.3361818
CAL PEAK POWER VACA DIXON,95688,38.40527223,-121.9181286
ELVERTA-CHERRYBROOKE,95626,38.71405832,-121.4200549
CAMINO,92363,34.84492368,-114.966337
UNKNOWN305760,93230,36.32378045,-119.6488942
SALTON SEA 3,92233,33.15683372,-115.6398754
NARROWS,92004,33.13718877,-116.2944583
FAIRGROUND,95380,37.50069798,-120.8669189
AVOCADO,92028,33.38466007,-117.236975
UNKNOWN305773,93561,35.08816669,-118.3670031
SEGS 2,92327,34.86158754,-116.8281036
ESCONDIDO,92029,33.125878,-117.1166659
WELLFIELD,93203,35.22428091,-118.778974
UNKNOWN305779,92240,33.9071783,-116.5793499
THERMAS,90245,33.91599584,-118.4096749
UNKNOWN305781,90042,34.11393807,-118.189387
CHILCOOT,96105,39.79889459,-120.159746
BARKER SLOUGH,94571,38.27649094,-121.7968018
MT. EDEN,94545,37.63215417,-122.101985
ARPGEN,91321,34.38182597,-118.5013352
UNKNOWN305794,94577,37.71743095,-122.1628185
RISER305797,92653,33.6298926,-117.7315229
WOODVILLE,93257,36.08054312,-119.1791304
MONTA VISTA (UPPER),95014,37.32651119,-122.0753727
NUMMI,94538,37.49371313,-121.9394014
LOST HILLS(CHEVRON),93249,35.60555318,-119.7083768
NORD,95973,39.76027655,-121.907052
UNKNOWN305813,92201,33.73143437,-116.234151
TRUXEL,95833,38.62011037,-121.4983222
JOLON,93930,36.01327272,-121.1679644
WESTPORT,95307,37.52242647,-120.9940105
UNKNOWN305821,93622,36.84803644,-120.6468175
UNKNOWN305825,91764,34.0850074,-117.611102
COACHELLA VALLEY,92236,33.67300342,-116.1154408
AEROJET,91702,34.12515211,-117.9249882
QUARTZ HILL,93536,34.65972033,-118.2281197
UNKNOWN305835,95864,38.59788004,-121.3812275
UNKNOWN305837,96001,40.5863467,-122.3952434
CASPER PIT,93041,34.12867571,-119.095643
WESTLANDS 16RA,93210,36.39923602,-120.279381
BANCROFT,94603,37.73998205,-122.1554165
LEWIS,92805,33.80954084,-117.898952
UNKNOWN305852,93234,36.13717773,-120.1361622
UNKNOWN305853,93706,36.70679628,-119.8800076
MWD TEMESCAL,92881,33.83389853,-117.4972008
BOSWELL,93212,36.08508624,-119.5536643
JAMESTOWN,95815,38.60130995,-121.4239251
LARK ELLEN,91722,34.08702607,-117.9264721
LOUISIANA PACIFIC,95564,40.80046794,-124.1962832
GRIZZLY,94720,37.8763066,-122.2456651
WAHTOKE,93654,36.6153587,-119.452605
COSO 7,93555,36.00614908,-117.8101774
SLATE CREEK,96051,40.97717367,-122.4563819
UNKNOWN305878,94706,37.89085487,-122.2922096
TANKER,92518,33.90875773,-117.2598078
LA VETA,92705,33.76678035,-117.852132
LA BREA,90056,33.98917718,-118.3593178
RISER305887,91710,33.997201,-117.691254
BASILONE,92672,33.387443,-117.582486
UNKNOWN305891,93251,35.423712,-119.726019
LA JOLLA,92037,32.8401133,-117.2753102
STOREY,93638,36.9831248,-120.0335159
DINUBA ENERGY,93654,36.57015176,-119.419064
SYCAMORE CANYON,92071,32.91763164,-117.0307143
DAIRYMANS,93274,36.20499463,-119.3410464
BIG BEND BIA,92267,34.26071336,-114.1680709
MCCABE,95441,38.80583019,-122.8081063
UNKNOWN305907,95965,39.47438911,-121.574797
BRUCEVILLE,95757,38.39510528,-121.4183311
POLARIS,90245,33.92867568,-118.3897084
AIDLIN,95425,38.83407461,-122.8811748
O'NEIL,93635,37.06660829,-121.0752983
UNKNOWN305923,93249,35.62311253,-119.8580579
FINANCE,91706,34.09952457,-117.9800007
PAUL SWEET,95065,36.99233684,-121.982219
PORTRERO,91361,34.16161434,-118.834783
UNKNOWN305938,90230,34.00448248,-118.4098899
HAMMER,95210,38.02158533,-121.3204256
UNKNOWN305943,95003,36.9754708,-121.8943022
BARSTOW,92311,34.90109178,-117.0221449
WHEELER,93313,35.02960736,-119.0044399
PACHECO,93635,37.06227722,-121.1801129
UNKNOWN305953,94577,37.71564115,-122.1617208
DALTON,91706,34.11384657,-117.9336422
FOIL,92220,33.92668771,-116.9287338
CARODEAN,92277,34.14898047,-116.1239183
OTAY LAKE,91935,32.5970968,-116.9277092
LOURICH,93274,36.13137028,-119.3292497
LAPHAM,95354,37.63753021,-120.9539358
IBM BAILEY,95013,37.19919942,-121.7490331
MONROE,95401,38.45316201,-122.7442869
PALM CANYON,92264,33.79890026,-116.5432907
RISER305977,92807,33.873979,-117.748178
ALDER CREEK-BRADSHAW,95829,38.48566741,-121.3352572
RIO HONDO,91706,34.1056574,-117.9802409
BULLARD,93710,36.82390227,-119.7684053
MILLER,95360,37.25319482,-121.1181164
UNKNOWN305993,91010,34.1262341,-117.9728845
SAN MARCOS,92078,33.1287222,-117.1972602
POOLE PH,93541,37.94440228,-119.216069
SAN DIMAS POWER,91773,34.12747369,-117.7954811
BROWNS VALLEY,95901,39.22590346,-121.4227915
MID CITY,95816,38.56343417,-121.4646015
DRUM,95701,39.25675761,-120.7667838
WESTWIND,93501,35.00123372,-118.2915928
STATION P (MARKET),90013,34.04331023,-118.2460782
POWER INN-GENEVA POINTE,95624,38.4534259,-121.406651
HOMESTEAD,95051,37.33909565,-121.9784264
SAUSALITO METER,94965,37.83985035,-122.4785943
AVENA,95320,37.84225106,-121.0541767
SACRAMENTO,95630,38.65633649,-121.1897991
UNKNOWN306031,93306,35.36204761,-118.9236724
DOW CHEMICAL,94565,38.02775146,-121.8588507
BEAR VALLEY,95338,37.58648755,-120.1255855
UNKNOWN306038,92399,34.08803074,-117.0396354
CHEVRON KETTLEMAN,93239,35.99692199,-119.9614008
LEMON COVE,93286,36.38673941,-119.0263238
DESAL,93101,34.41837639,-119.6857926
COLUMBUS,93306,35.3983878,-118.9398317
UNKNOWN306054,93635,37.01326124,-120.9645001
PT MORETT,95017,37.0311238,-122.1882228
LAGUNA BELL,90040,33.97607743,-118.1477004
SHELL LOS ANGELES,90744,33.79402172,-118.235013
LOMPOC,93436,34.65635102,-120.4523315
UNKNOWN306069,95322,37.09843534,-121.048345
LIVE OAK,91711,34.12111717,-117.7319202
POWAY,92064,32.97870496,-117.031322
SCRAP DISPOSAL CORP,91950,32.66462253,-117.1119698
SOUTH BELRIDGE COGEN,93251,35.44864425,-119.734045
MAXWELL,95955,39.2769246,-122.153317
PATTERSON PASS,94550,37.69859084,-121.6107068
DOUGLAS,90245,33.92225976,-118.3826994
UNKNOWN306093,92258,33.92104,-116.580361
ARBURUA,93635,36.94006145,-120.9226802
JOSHUA TREE,92252,34.13598227,-116.31566
UNKNOWN306099,95828,38.47444995,-121.3890003
MUCK VALLEY,96056,41.09134992,-121.1788562
COUNTRY CLUB 2,95821,38.6162093,-121.3805334
BLUFF COVE,90275,33.77961552,-118.3873798
UNKNOWN306122,96113,40.19028129,-120.1383191
SITHE,92152,32.67956474,-117.2474105
NEWCASTLE,95658,38.83485177,-121.0947814
GORMAN,93243,34.79046536,-118.8271279
MACARTHUR,92660,33.63861514,-117.8660496
BORREGO,92651,33.59765046,-117.7489735
UNKNOWN306143,93308,35.42077455,-118.9637579
FRENCH GULCH,96033,40.6868994,-122.6411109
SUNOL,94586,37.58687041,-121.8697533
EAGLE MT,92239,33.81083629,-115.4537311
RISER306151,92802,33.817898,-117.929159
OLIVE,91342,34.30784674,-118.4505666
UNKNOWN306158,93280,35.60173933,-119.4387221
DINUBA,93618,36.52023201,-119.3942974
HEDGE,95829,38.50832307,-121.3552018
PIUTE,93535,34.69071976,-117.9692986
PANNO,92227,32.96311529,-115.5607761
AIR LIQUIDE,94587,37.59530866,-122.0175821
SAN FRANCISQUITO 1,91390,34.58944955,-118.4545197
OXFORD,93640,36.71473857,-120.7016407
AMBOY,92304,34.55103172,-115.7453793
AMFOR,95685,38.40880339,-120.8220957
COUNTRY CLUB 3,95864,38.60874392,-121.3784481
FRUITLAND,90058,33.99604946,-118.2267529
PEABODY,94533,38.28543602,-121.9705054
WATERSHED,94062,37.48724635,-122.3111877
GRANITE,95827,38.54377937,-121.3322899
NORTE DAME,95928,39.7302682,-121.7963322
LEPRINO,93245,36.30397771,-119.7911362
RANDSBURG,93528,35.36527233,-117.6472829
PRUETT,92231,32.68596422,-115.5085431
BRIDGEVILLE,95526,40.47962761,-123.7803021
LYNNWOOD,90262,33.92712056,-118.2128107
SANTA SUSANA,93063,34.27953435,-118.7171157
PINE GROVE,95665,38.41283301,-120.660202
UNKNOWN306222,92324,34.04434976,-117.3582746
LAKEWOOD,90808,33.83021436,-118.1248095
WHIRLWIND,93560,34.85815427,-118.4371237
LIVE OAK,95632,38.27382724,-121.3139118
CALFLAX,93234,36.28397986,-120.1221228
RIO BRAVO,93306,35.42980521,-118.8226145
SILVER SPUR,92260,33.69937697,-116.3863281
PIONEER,95334,37.39735925,-120.7270038
HASKELL,91350,34.4386823,-118.5152271
PASO ROBLES,93446,35.61561677,-120.6795465
MABURY,95133,37.36086726,-121.8641169
STOCKTON ACRES,95203,37.96334012,-121.3234799
CENTERVILLE,95928,39.78846448,-121.6574103
MADISON,95653,38.67068357,-121.9693039
UNKNOWN306255,92314,34.26864519,-116.849682
ALTAMONT,94551,37.74840142,-121.6772538
SUNNYSIDE,91902,32.65801644,-117.0303652
UNKNOWN306264,92131,32.91035709,-117.1133133
STOCKDALE,93313,35.3170815,-119.067683
WESTEX,90755,33.81140246,-118.1759427
UNKNOWN306270,92386,34.25063394,-116.8270529
UNKNOWN306272,96056,41.13229792,-121.1143418
KINDER,92867,33.81265736,-117.8697051
MCGEN,93562,35.76517914,-117.3864088
STETSON,92545,33.73357445,-117.0073545
OLINDA,91748,33.9460606,-117.92227
UNKNOWN306281,96080,40.14466505,-122.2117678
PISGAH,92338,34.78155985,-116.3847412
UNKNOWN306295,95993,39.13687579,-121.6401437
BUENA VISTA,93901,36.65389577,-121.6293688
NAPA,94559,38.29563303,-122.278469
SHRED,90280,33.94532343,-118.1750066
CELERON,93251,35.47265581,-119.760646
UNKNOWN306310,93251,35.41283614,-119.6329544
KANAKA,95966,39.57518287,-121.3056525
UNKNOWN306316,93536,34.69791598,-118.3028791
KEM,92239,33.86113618,-115.4886863
RIPON,95366,37.7557934,-121.1464864
CRISTIANITOS,92675,33.46334427,-117.570493
UNKNOWN306327,92282,33.94620788,-116.6632513
UNKNOWN306332,95369,37.47786601,-120.4444165
SANTA FE ENERGY,93224,35.19435641,-119.5712623
KERN,93312,35.37940395,-119.0970861
POINT LOMA,92107,32.74143976,-117.23342
DEL ROSA,92404,34.14995222,-117.2516371
TEXACO,93450,35.95856373,-120.8635079
MANZANITA,93955,36.61453334,-121.8335872
KEYES-FIBRE CO,95828,38.48082059,-121.3915814
CENTRAL,92243,32.81788172,-115.577974
STATION G,94115,37.78158607,-122.4406203
OTAY,91911,32.59531954,-117.0578292
ONEILL,92688,33.64306974,-117.6055862
LEBEC,93560,34.95490067,-118.8442133
BISHOP CREEK 3,93514,37.30234781,-118.5316511
MICHIGAN CAL,95709,38.73959781,-120.6771406
ARCOGEN,90745,33.81746381,-118.2434621
ARCO,93249,35.77560246,-119.9134763
LA MIRADA,90638,33.88860495,-118.0144487
REFUSE,90040,33.99452597,-118.1527999
KALAMAZOO-SAN JUAN,95610,38.66543357,-121.290909
LAMPSON,92840,33.77818146,-117.8990848
FAYETTE,95377,37.72025095,-121.5952948
UNKNOWN306375,90249,33.91632351,-118.3176222
STOCKTON-SHELDON,95758,38.44036102,-121.404486
KERN WATER,93308,35.39944115,-119.0332753
NATOMAS,95834,38.65036875,-121.486386
LOS MEDANOS,94565,38.03025904,-121.874076
HILLSDALE,94403,37.53655232,-122.3220427
TRONA,93562,35.7648262,-117.3755023
KRAMER,93516,34.98913933,-117.5425031
HYGEN,91761,34.06296431,-117.52902
MONROE ST,92203,33.74290495,-116.1965955
DIVIDE,93455,34.82831611,-120.4484395
COALINGA COGEN,93210,36.18091305,-120.3879264
COSMIC,90250,33.92405781,-118.3188017
UNKNOWN306408,95242,38.13806025,-121.3862497
ARTESIAN,92127,33.021132,-117.134225
ROSEVILLE,95648,38.81032297,-121.3240742
BIG CREEK 8,93664,37.20976807,-119.3289092
UNKNOWN306419,91406,34.1936012,-118.4841649
WHITE ROCK-NIKE,95742,38.58607424,-121.21252
UNKNOWN306421,91761,34.01895385,-117.580237
WARNER,92086,33.24725401,-116.6760236
LANCASTER,93534,34.70058948,-118.1456656
SUN CITY,92584,33.68753248,-117.1459177
GLENN-COLUSA IRRIG,95943,39.55332053,-122.0032703
UNKNOWN306433,95632,38.29120621,-121.2829216
MARTEL,95642,38.36912435,-120.7967771
24TH & GARDENDALE,95822,38.49107717,-121.4798215
UNKNOWN306440,94587,37.59563799,-122.0171639
STANHILL,90056,34.00046933,-118.3736821
WOODROW,95350,37.68586201,-121.0038551
VERNON,90058,33.99843539,-118.2201568
UNKNOWN306451,92592,33.45386223,-117.1043183
SONORA,92233,33.17023608,-115.448594
FRICK GREEN RIDGE POWER,94551,37.72976981,-121.6877799
LAKEVIEW,93313,35.09416069,-119.1010712
RIALTO,92376,34.10129445,-117.3683135
S. LAND PARK,95822,38.51941393,-121.5144507
PUREWATER,92374,34.07788317,-117.1889259
UNKNOWN306472,93524,34.93011308,-117.6977453
MWD VENICE,90230,34.01141832,-118.4164372
CORONA,94954,38.26506019,-122.657312
SANTA ROSE GEOTHERMAL,95461,38.76621134,-122.7132424
CAYUCOS,93430,35.44879674,-120.870341
JAYBIRD,95726,38.83412742,-120.5318245
SARANAP,94595,37.89506964,-122.0737003
SYLMAR EAST,91342,34.31252826,-118.4811313
GENE,92267,34.29124765,-114.1713738
UNKNOWN306493,95757,38.379263,-121.454626
UNKNOWN306498,95202,37.96118865,-121.2814625
JAMACHA,91978,32.744135,-116.957328
SHINGLE SPRINGS,95682,38.65930391,-120.9472799
ALAMORIO,92227,32.9531806,-115.4232586
CEDARWOOD,92683,33.75348108,-117.9937845
LAWNDALE,94080,37.66252948,-122.4425946
KILARC,96096,40.678192,-121.8731207
MARICOPA,93268,35.10775805,-119.3981956
GREGG,93636,36.85330295,-119.9170035
BRIDGE,90504,33.88043728,-118.3258812
CSUS,95819,38.55646342,-121.4265538
WARNER,96101,41.49982188,-120.533504
STUART,92058,33.25668853,-117.4165669
RISER306533,95670,38.580419,-121.282861
GALAXY,90266,33.89929426,-118.382902
OCTOL,93274,36.1237111,-119.394466
BAY POINT,94520,38.04170088,-122.0293512
ORDWAY,92311,34.86474547,-117.1177625
UNKNOWN306556,95828,38.472581,-121.38824
UNKNOWN306557,91710,33.98284277,-117.6975046
UNKNOWN306560,93117,34.43159118,-119.9114558
CRESTMORE,92509,34.02935375,-117.3877232
KESWICK,96001,40.62381263,-122.4620183
PARKWOOD,90631,33.91545967,-117.9637563
ORCOGEN,92646,33.64401234,-117.9555898
UNKNOWN306584,90242,33.909984,-118.1109124
BADILLO,91790,34.08221472,-117.926104
43RD & S. LAND,95822,38.51716538,-121.5156545
UNKNOWN306588,92283,32.73817992,-114.7141725
ROCK CREEK,95915,39.90537908,-121.3456093
BOLINAS,94924,37.94120023,-122.7061502
GILROY FOOD,95020,36.99863355,-121.5362953
LANPRI,93536,34.69069605,-118.2285057
TENNESSEE,92399,34.02717729,-117.1112578
SHELL CHEMICAL,94565,38.03084005,-121.9460028
SYSQUOC,93251,35.31981218,-119.6623556
NEWARK,94538,37.50072034,-121.985682
ENSLEN,95354,37.65211896,-121.0012509
GRAMERCY,90047,33.94645054,-118.3128075
CAMP FAR WEST,95681,39.04889519,-121.3168924
IMRAN WOODS-WHYTE,95621,38.7225741,-121.3087742
CEDARVILLE JUNCTION,96101,41.56421914,-120.4138972
SEGS 6,93516,35.01176531,-117.5557215
GREENBRAE,94904,37.93791528,-122.5142338
WILLOWS A,95988,39.53166029,-122.1861583
MARITIME,94607,37.80902461,-122.3127174
TIGER CREEK,95666,38.44917,-120.492329
PIT 1,96028,40.99122753,-121.4978619
UNKNOWN306659,91401,34.17980237,-118.4454254
CASITAS,93001,34.36255377,-119.3093085
UNKNOWN306668,95215,37.96883809,-121.1859798
SANTA YSABEL,92036,33.11049293,-116.6710645
SHERWIN,93514,37.56006508,-118.6747542
RISER306682,92806,33.85282342,-117.8809189
UNKNOWN306683,93280,35.71708136,-119.4556522
MOBIL EXPLORATION,93249,35.64498225,-119.752287
LOVELAND,91901,32.7969521,-116.7922452
ROBERTS,93514,37.40070021,-118.3505364
SAN MATEO,92672,33.409427,-117.590627
FRANKLIN,94547,38.01213597,-122.2643198
UNKNOWN306691,91344,34.30533104,-118.5005271
LILAC,92082,33.25322862,-117.0858899
COLORADO,90404,34.02563394,-118.4722033
NEWBY ISLAND 1,95134,37.45510588,-121.9357791
ORO LOMA,93622,36.88674887,-120.6550212
BELLE HAVEN,94025,37.47765801,-122.1685546
COLUSA,95932,39.21354676,-122.0026174
PACIFIC PIPELINE,93243,34.92640391,-118.9252965
ENGLE-EASTERN,95821,38.63142538,-121.3632068
TONY LAPPOS,92539,33.55813445,-116.6397596
VALLEY NITROGEN,93660,36.54957457,-120.1113327
CAMARILLO,93012,34.22075139,-119.0086288
UNKNOWN306722,96130,40.40448845,-120.5131746
EAST GRANDE,94080,37.65378253,-122.4031024
SANGAR,91030,34.11214168,-118.1654395
UNKNOWN306729,93501,35.07902127,-118.3050265
NAVAL STATION METERING,92136,32.67091959,-117.1148585
HARDING,95202,37.96373333,-121.2904117
UNIVERSITY,92521,33.97187545,-117.3324321
MWD ETIWANDA,91739,34.10372086,-117.5264291
GALE,92327,34.85898005,-116.8664431
UNKNOWN306741,95348,37.31897928,-120.5119323
HAYFORK,96041,40.55236632,-123.1627936
SANTEE,91748,33.99706021,-117.9143067
VASCO,94551,37.71123205,-121.7159233
SAN LUIS 5,93622,36.78001864,-120.7297627
PINE KNOT,92315,34.24540882,-116.9003761
BOOST,90808,33.83038152,-118.1405536
COMMONS,95380,37.50069319,-120.9137058
REDMAN,93535,34.76332247,-117.969248
UNKNOWN306768,90068,34.12370611,-118.3370583
CANAL,93635,37.06630279,-120.8357273
HIGHLAND,92374,34.107826,-117.1867961
RISER306782,92870,33.88872111,-117.8381292
FAIRHAVEN,95564,40.80591415,-124.1961923
GREEN VALLEY,95076,36.95202198,-121.7602601
BIG RIVER,95460,39.3113809,-123.7865342
SOUTHGATE,90280,33.9470749,-118.213098
NORTH ISLAND QF,92118,32.702377,-117.182302
ALTRUS,96101,41.50086139,-120.5330716
DILLION,92239,33.74429912,-116.1634273
FAMOSO,93250,35.60510349,-119.2035329
NIGUEL,92677,33.5638597,-117.7148263
UNKNOWN306800,91505,34.15409064,-118.3394293
VALLEY,91505,34.18594776,-118.3473241
LAKE,95630,38.65711905,-121.1320654
UNKNOWN306810,93501,35.0085041,-118.2409837
OLIVE LAKE,92225,33.61129449,-114.5510625
SULPHUR,96003,40.60182235,-122.3827754
CADET,93268,35.1068006,-119.4036103
VINEYARD,94566,37.66975268,-121.8544476
CEDAR CREEK,96069,40.79119022,-121.9378323
BAIR,94063,37.4976615,-122.2141763
LOS MOLINOS,96055,40.03421823,-122.0961536
STEWART,90241,33.94005575,-118.1405242
RISER306841,94027,37.43709361,-122.2123426
SIERRA,93308,35.51570854,-119.0406589
UNKNOWN306843,93514,37.33533279,-118.4817811
LA FRESA,90504,33.86967226,-118.3331137
NEEDLES,92363,34.84355375,-114.6184541
RISER306852,95816,38.58301115,-121.4520008
UNKNOWN306853,93444,35.09947026,-120.5011561
JEFFERSON,92882,33.85784226,-117.5883615
SALT SPRINGS,95666,38.49839306,-120.2184511
RANCHO MISSION VIEJO,92675,33.52639923,-117.5988588
KENNETH,95054,37.37583252,-121.9543352
UNKNOWN306864,93955,36.64398419,-121.792306
SOMIS & SHELLSOM,93066,34.2642219,-119.0108517
GEYSERS 3,95441,38.80570019,-122.8149473
GAVILAN,92570,33.78442818,-117.2444215
TRINITY,96052,40.79221041,-122.7673937
UNKNOWN306875,92283,32.75286658,-114.6159791
TENAYA-NORTHGATE,95833,38.62320629,-121.4745824
TYCO ELECTRONICS,94025,37.48039807,-122.1677053
LOGAN CREEK,95988,39.53951651,-122.2629945
IMPERIAL,90242,33.91188143,-118.148246
PEASE,95993,39.16997119,-121.6612033
MOULTON,92630,33.60915663,-117.6976218
UNKNOWN306892,93501,35.04471609,-118.2762628
FORMICA,95765,38.82210048,-121.3065142
BOXWOOD,93265,36.12663406,-118.8214292
HERALD-TWIN CITIES,95638,38.29463604,-121.2454482
12TH ST,95354,37.63715678,-120.9932173
CONTROL,93514,37.33594572,-118.4811481
PINEDALE-RIO LINDA,95838,38.65999832,-121.4503351
GARDNER,93268,35.1536131,-119.3362159
BRITTON,94086,37.3745199,-122.0164171
DEL PASO,95834,38.65408066,-121.5194158
IMPERIAL BEACH,92154,32.583313,-117.097245
DESERT SHORES,92274,33.41183311,-116.050755
UNKNOWN306918,94571,38.12037788,-121.7774523
CASA BLANCA,92504,33.93182453,-117.4049855
LAWNDALE,90260,33.89491676,-118.3578778
BJ,90058,34.00301487,-118.2343272
DEXEL,93308,35.45554825,-119.021146
GAVIOTA,93117,34.475865,-120.1993408
SOUTHPAC,90650,33.89149342,-118.0712016
KERCHOFF 1,93602,37.09222516,-119.5526127
DIKE,90802,33.7622104,-118.2229272
DONNER,96161,39.33735901,-120.2212675
MURRIETTA 2,92562,33.53990874,-117.1876155
SOMERSET,90706,33.87416321,-118.142985
OLINDA,96022,40.38319123,-122.3817189
RISER306951,92618,33.629397,-117.727238
GUALALA,95445,38.78617491,-123.5221061
FRUITRIDGE & S. LAND PARK,95822,38.52290051,-121.5135283
RISER306962,90262,33.9372718,-118.213261
SANTA CLARA,93060,34.30232428,-119.1853321
SHAWNEE,92683,33.7721815,-118.0121614
UNKNOWN306965,93501,35.0385861,-118.2923992
DOUGOIL,90723,33.8989241,-118.1443018
BEAR CANYON,95461,38.76258079,-122.6927043
SOPIPE,91789,34.02219299,-117.8371051
UNKNOWN306978,93560,34.90128694,-118.2519291
MA,94030,37.60813911,-122.3910563
RINGMILL,90723,33.89322119,-118.1638909
